timestamp,datetime,left_velocity_ms,left_pwm,right_velocity_ms,right_pwm
1763585862.6937416,2025-11-19 17:57:42.693,0.0,140.0,0.0,140.0
1763585862.7046895,2025-11-19 17:57:42.704,0.0,140.0,0.0,140.0
1763585862.7047315,2025-11-19 17:57:42.704,0.0,140.0,0.0,140.0
1763585862.7273612,2025-11-19 17:57:42.727,0.0,140.0,0.0,140.0
1763585862.7274377,2025-11-19 17:57:42.727,0.0,140.0,0.0,140.0
1763585862.7433581,2025-11-19 17:57:42.743,0.0,140.0,0.0,140.0
1763585862.7434797,2025-11-19 17:57:42.743,0.0,140.0,0.0,140.0
1763585862.7593553,2025-11-19 17:57:42.759,0.0,140.0,0.0,140.0
1763585862.759474,2025-11-19 17:57:42.759,0.0,140.0,0.0,140.0
1763585862.7595227,2025-11-19 17:57:42.759,0.0,140.0,0.0,140.0
1763585862.775056,2025-11-19 17:57:42.775,0.0,140.0,0.0,140.0
1763585862.77518,2025-11-19 17:57:42.775,0.0,140.0,0.0,140.0
1763585862.7911546,2025-11-19 17:57:42.791,0.0,140.0,0.0,140.0
1763585862.80699,2025-11-19 17:57:42.806,0.0,140.0,0.0,140.0
1763585862.807088,2025-11-19 17:57:42.807,0.0,140.0,0.0,140.0
1763585862.811123,2025-11-19 17:57:42.811,0.0,140.0,0.0,140.0
1763585862.8264186,2025-11-19 17:57:42.826,0.0,140.0,0.0,140.0
1763585862.8264775,2025-11-19 17:57:42.826,0.0,140.0,0.0,140.0
1763585862.8352058,2025-11-19 17:57:42.835,0.0,140.0,0.0,140.0
1763585862.8547852,2025-11-19 17:57:42.854,0.0,140.0,0.0,140.0
1763585862.85486,2025-11-19 17:57:42.854,0.0,140.0,0.0,140.0
1763585862.861621,2025-11-19 17:57:42.861,0.0,140.0,0.0,140.0
1763585862.8884313,2025-11-19 17:57:42.888,0.0,140.0,0.0,140.0
1763585862.8884804,2025-11-19 17:57:42.888,0.0,140.0,0.0,140.0
1763585862.8884923,2025-11-19 17:57:42.888,0.0,140.0,0.0,140.0
1763585862.920091,2025-11-19 17:57:42.920,0.0,140.0,0.0,140.0
1763585862.9201775,2025-11-19 17:57:42.920,0.0,140.0,0.0,140.0
1763585862.9202054,2025-11-19 17:57:42.920,0.0,140.0,0.0,140.0
1763585862.9202397,2025-11-19 17:57:42.920,0.0,140.0,0.0,140.0
1763585862.9202943,2025-11-19 17:57:42.920,0.0,140.0,0.0,140.0
1763585862.9359195,2025-11-19 17:57:42.935,0.0,140.0,0.0,140.0
1763585862.9359956,2025-11-19 17:57:42.935,0.0,140.0,0.0,140.0
1763585862.9539516,2025-11-19 17:57:42.953,0.0,140.0,0.0,140.0
1763585862.953997,2025-11-19 17:57:42.953,0.0,140.0,0.0,140.0
1763585862.970196,2025-11-19 17:57:42.970,0.0,140.0,0.0,140.0
1763585862.9703844,2025-11-19 17:57:42.970,0.0,140.0,0.0,140.0
